query,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Nsp9,Reactome_2022,Metabolism Of Non-Coding RNA R-HSA-194441,5/52,4.167421763115435e-10,2.609168408211403e-09,0,0,192.81431334622823,4164.510236840171,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Late Phase Of HIV Life Cycle R-HSA-162599,6/136,6.698660153853694e-10,3.710034542457569e-09,0,0,91.63384615384616,1935.6681797311523,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,Reactome_2022,tRNA Processing In Nucleus R-HSA-6784531,5/57,6.698673479437277e-10,3.710034542457569e-09,0,0,174.23076923076923,3680.440561274665,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMOylation Of Chromatin Organization Proteins R-HSA-4551638,5/57,6.698673479437277e-10,3.710034542457569e-09,0,0,174.23076923076923,3680.440561274665,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Influenza Viral RNA Transcription And Replication R-HSA-168273,6/137,7.002458361350321e-10,3.734644459386838e-09,0,0,90.9297709923664,1916.7622593112328,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,Reactome_2022,HIV Life Cycle R-HSA-162587,6/149,1.1634149243625115e-09,5.983276753864345e-09,0,0,83.24895104895104,1712.589616914695,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,Reactome_2022,Influenza Infection R-HSA-168255,6/157,1.5951550637908164e-09,7.920769971926813e-09,0,0,78.80662251655629,1596.33018472474,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,Reactome_2022,Glycolysis R-HSA-70171,5/69,1.7881263467786102e-09,8.583006464537331e-09,0,0,141.47727272727272,2849.6490211575915,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,GO_Biological_Process_2023,Nuclear Transport (GO:0051169),5/39,9.287209374507779e-11,1.1609011718134724e-08,0,0,266.71122994652404,6160.975510890032,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236,5/74,2.5571536279599987e-09,1.1878391046007735e-08,0,0,131.1923583662714,2595.5582983007594,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,ISG15 Antiviral Mechanism R-HSA-1169408,5/75,2.7385523371688675e-09,1.2323485517259904e-08,0,0,129.3116883116883,2549.4880913957345,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transcriptional Regulation By Small RNAs R-HSA-5578749,5/76,2.930065136255416e-09,1.2409687635905293e-08,0,0,127.48399487836107,2504.836278388351,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214,5/76,2.930065136255416e-09,1.2409687635905293e-08,0,0,127.48399487836107,2504.836278388351,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,5/81,4.0542215326847455e-09,1.6680225734474382e-08,0,0,119.06698564593302,2300.791747857096,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Transport Of Mature Transcript To Cytoplasm R-HSA-72202,5/83,4.5900337266283394e-09,1.7863915044175157e-08,0,0,116.002331002331,2227.172655741946,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,5/83,4.5900337266283394e-09,1.7863915044175157e-08,0,0,116.002331002331,2227.172655741946,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,GO_Biological_Process_2023,Nucleocytoplasmic Transport (GO:0006913),5/50,3.4005302180542487e-10,2.1253313862839057e-08,0,0,201.4040404040404,4390.994688751519,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Glucose Metabolism R-HSA-70326,5/89,6.543892798403633e-09,2.4797909551845346e-08,0,0,107.68398268398268,2029.275968760278,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,HCMV Late Events R-HSA-9610379,5/91,7.324943471194172e-09,2.7045945124409253e-08,0,0,105.169133192389,1970.026141572903,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,HCMV Early Events R-HSA-9609690,5/96,9.605625363176041e-09,3.4580251307433745e-08,0,0,99.36563436563436,1834.3807221935392,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Cellular Response To Heat Stress R-HSA-3371556,5/99,1.1224373792270391e-08,3.8483567287784195e-08,0,0,96.1798839458414,1760.5899140908834,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SLC Transporter Disorders R-HSA-5619102,5/99,1.1224373792270391e-08,3.8483567287784195e-08,0,0,96.1798839458414,1760.5899140908834,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,HIV Infection R-HSA-162906,6/229,1.5354965595206435e-08,5.0252614675221065e-08,0,0,53.16860986547085,956.6004264722654,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,Reactome_2022,tRNA Processing R-HSA-72306,5/105,1.5111918245995762e-08,5.0252614675221065e-08,0,0,90.38181818181818,1627.5760891235077,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Gene Silencing By RNA R-HSA-211000,5/108,1.7421118561894518e-08,5.574757939806246e-08,0,0,87.7360988526037,1567.4565259857718,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,6/242,2.1342372031525345e-08,6.681090375086196e-08,0,0,50.20677966101695,886.7808326860694,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,Reactome_2022,SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671,5/121,3.088362559163246e-08,9.265087677489737e-08,0,0,77.85266457680251,1346.3092200268616,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,HCMV Infection R-HSA-9609646,5/121,3.088362559163246e-08,9.265087677489737e-08,0,0,77.85266457680251,1346.3092200268616,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Host Interactions Of HIV Factors R-HSA-162909,5/130,4.4286151805832294e-08,1.3014705836816026e-07,0,0,72.21454545454546,1222.7795652895093,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,5/168,1.5966913618562538e-07,4.59847112214601e-07,0,0,55.27328499721138,865.0358678837708,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SUMOylation R-HSA-2990846,5/174,1.901640974528262e-07,5.369339222197446e-07,0,0,53.294782140935986,824.7569239329393,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Disorders Of Transmembrane Transporters R-HSA-5619115,5/176,2.0129559460770555e-07,5.574339542982615e-07,0,0,52.666135034556085,812.032349535433,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,M Phase R-HSA-68886,6/380,3.083161586397713e-07,8.376891857382465e-07,0,0,31.459893048128343,471.6511238368164,NUP214;NEK9;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SARS-CoV-2-host Interactions R-HSA-9705683,5/196,3.436447510683068e-07,9.16386002848818e-07,0,0,47.10376011423132,701.07622843065,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Interferon Signaling R-HSA-913531,5/200,3.798645684438823e-07,9.945545064712554e-07,0,0,46.12820512820513,681.9340623795607,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,KEGG_2021_Human,RNA transport,5/186,2.649626079684239e-07,1.8547382557789673e-06,0,0,49.731290808638875,753.1146109121637,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933,3/27,1.2142777390227227e-06,3.122428471772716e-06,0,0,191.92307692307693,2614.253536381867,NUP62;NUP54;NUP58
Nsp9,Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",6/523,1.9906596608574307e-06,5.029034932692457e-06,0,0,22.592263056092843,296.5696421832919,NUP214;NEK9;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SARS-CoV-2 Infection R-HSA-9694516,5/283,2.1048782051089144e-06,5.225904509235925e-06,0,0,32.220405493786785,421.1610704352734,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Metabolism Of Carbohydrates R-HSA-71387,5/285,2.1788459822989822e-06,5.31786138052633e-06,0,0,31.98701298701299,417.00557800238823,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Metabolism Of Proteins R-HSA-392499,9/1890,3.6437165082936906e-06,8.744919619904857e-06,0,0,12.37388926862611,154.95210729246529,NUP214;NUP62;EIF4H;NUP88;NUP54;MAT2B;DCAF7;NUP58;FBN1
Nsp9,Reactome_2022,Elastic Fibre Formation R-HSA-1566948,3/39,3.77185285167105e-06,8.904046076075921e-06,0,0,127.87179487179488,1596.8558397068698,FBN2;FBLN5;FBN1
Nsp9,Reactome_2022,Post-translational Protein Modification R-HSA-597592,8/1383,3.9914252465406034e-06,9.270407024223336e-06,0,0,13.533818181818182,168.24379558033522,NUP214;NUP62;NUP88;NUP54;MAT2B;DCAF7;NUP58;FBN1
Nsp9,GO_Biological_Process_2023,Protein Import Into Nucleus (GO:0006606),4/79,3.957385546936724e-07,1.6489106445569682e-05,0,0,88.48444444444445,1304.4829892694215,NUP214;NUP62;NUP88;NUP54
Nsp9,Reactome_2022,Cell Cycle R-HSA-1640170,6/654,7.228977442670268e-06,1.6523377011817755e-05,0,0,17.903703703703705,211.93353433201725,NUP214;NEK9;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,SARS-CoV Infections R-HSA-9679506,5/369,7.686949400088154e-06,1.7295636150198345e-05,0,0,24.5004995004995,288.51755258982496,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Metabolism Of RNA R-HSA-8953854,6/666,8.023257205501224e-06,1.7774600578341175e-05,0,0,17.567272727272726,206.119728537736,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,KEGG_2021_Human,Amyotrophic lateral sclerosis,5/364,7.194029093684634e-06,2.517910182789622e-05,0,0,24.84806280070904,294.2571995221383,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Nuclear Envelope (NE) Reassembly R-HSA-2995410,3/75,2.7384331177608104e-05,5.974763166023586e-05,0,0,63.82051282051282,670.468922365149,NUP62;NUP54;NUP58
Nsp9,Reactome_2022,Infectious Disease R-HSA-5663205,6/961,6.402853874658556e-05,0.00013761357581355702,0,0,11.955392670157067,115.44344339281652,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,GO_Biological_Process_2023,Maintenance Of Protein Location In Extracellular Region (GO:0071694),2/6,8.983080444348457e-06,0.00028072126388588927,0,0,713.5714285714286,8291.819666343177,FBN2;FBN1
Nsp9,Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,5/702,0.00016618101688301652,0.00035191274163462325,0,0,12.577931394287203,109.45860398688428,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,GO_Biological_Process_2023,Embryonic Eye Morphogenesis (GO:0048048),2/9,2.152942370892626e-05,0.0003844539948022546,0,0,407.6938775510204,4381.115106251909,FBN2;FBN1
Nsp9,GO_Biological_Process_2023,RNA Export From Nucleus (GO:0006405),3/65,1.7800710274205427e-05,0.0003844539948022546,0,0,74.151364764268,810.9395089461487,NUP214;NUP62;NUP88
Nsp9,GO_Biological_Process_2023,Sequestering Of Extracellular Ligand From Receptor (GO:0035581),2/9,2.152942370892626e-05,0.0003844539948022546,0,0,407.6938775510204,4381.115106251909,FBN2;FBN1
Nsp9,Reactome_2022,Cellular Responses To Stress R-HSA-2262752,5/722,0.00018953449988831785,0.00039555026063648943,0,0,12.214403448713073,104.68891289656388,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,GO_Biological_Process_2023,Import Into Nucleus (GO:0051170),3/74,2.63017780740697e-05,0.00041096528240733906,0,0,64.72264355362947,682.5568447493315,NUP214;NUP62;NUP88
Nsp9,Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,5/736,0.00020732844249805665,0.00042116523802320833,0,0,11.971769680388013,101.5350489551396,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,Reactome_2022,Disease R-HSA-1643685,7/1736,0.0002076578604142208,0.00042116523802320833,0,0,8.211875843454791,69.63357624717024,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58;MIB1
Nsp9,GO_Biological_Process_2023,Establishment Of Protein Localization To Organelle (GO:0072594),3/85,3.98607061947541e-05,0.0005536209193715847,0,0,56.0093808630394,567.3817227455344,NUP214;NUP62;NUP88
Nsp9,Reactome_2022,Gene Expression (Transcription) R-HSA-74160,6/1449,0.000608147774284489,0.0012162955485689,0,0,7.709355509355509,57.08849186266232,NUP214;NUP62;NUP88;NUP54;GTF2F2;NUP58
Nsp9,GO_Biological_Process_2023,Eye Morphogenesis (GO:0048592),2/19,0.00010179008516647866,0.0012723760645809,0,0,167.78991596638656,1542.4252214039525,FBN2;FBN1
Nsp9,GO_Biological_Process_2023,Protein Localization To Nucleus (GO:0034504),3/122,0.00011701918335481387,0.0013297634472137,0,0,38.5229476405947,348.7548969907136,NUP214;NUP62;NUP88
Nsp9,Reactome_2022,Mitotic Anaphase R-HSA-68882,3/232,0.0007716824091518915,0.0015204962968901,0,0,19.907625125965737,142.67670464692884,NUP62;NUP54;NUP58
Nsp9,Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,3/233,0.000781366152568526,0.0015204962968901,0,0,19.820066889632106,141.80200840850364,NUP62;NUP54;NUP58
Nsp9,GO_Biological_Process_2023,Camera-Type Eye Development (GO:0043010),2/26,0.0001928308312214584,0.0020086544918901,0,0,118.8095238095238,1016.2607001246404,FBN2;FBN1
Nsp9,Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,3/291,0.001483487355808,0.0028482957231513,0,0,15.782051282051285,102.79417588038208,FBN2;FBLN5;FBN1
Nsp9,GO_Biological_Process_2023,RNA Transport (GO:0050658),2/39,0.0004369986555224512,0.0042019101492543,0,0,77.01544401544402,595.7591622638189,NUP214;NUP62
Nsp9,GO_Biological_Process_2023,Negative Regulation Of BMP Signaling Pathway (GO:0030514),2/43,0.0005315449008354333,0.0046383089620582,0,0,69.48780487804878,523.9187926178153,SPART;FBN1
Nsp9,GO_Biological_Process_2023,Embryonic Organ Morphogenesis (GO:0048562),2/44,0.000556597075446985,0.0046383089620582,0,0,67.82993197278911,508.2950560007011,FBN2;FBN1
Nsp9,GO_Biological_Process_2023,Nuclear Export (GO:0051168),2/49,0.0006903113299015101,0.0053930572648555,0,0,60.598784194528875,441.06024319887354,NUP214;NUP62
Nsp9,GO_Biological_Process_2023,mRNA Transport (GO:0051028),2/58,0.0009662484885702348,0.0067100589484044,0,0,50.83673469387755,352.9131632656073,NUP214;NUP88
Nsp9,GO_Biological_Process_2023,Eye Development (GO:0001654),2/58,0.0009662484885702348,0.0067100589484044,0,0,50.83673469387755,352.9131632656073,FBN2;FBN1
Nsp9,Reactome_2022,Metabolism R-HSA-1430728,6/2049,0.0037111890437224,0.0070317266091583,0,0,5.269016152716593,29.487537576230537,NUP214;NUP62;NUP88;NUP54;MAT2B;NUP58
Nsp9,GO_Biological_Process_2023,mRNA Export From Nucleus (GO:0006406),2/62,0.0011033108979298,0.0072586243284856,0,0,47.43809523809524,323.02684960773564,NUP214;NUP88
Nsp9,Reactome_2022,"Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767",1/7,0.0055873417078214,0.0104490546224193,0,0,221.9777777777778,1151.4545938502376,NEK9
Nsp9,GO_Biological_Process_2023,Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),2/77,0.001695294318931,0.0105955894933188,0,0,37.92190476190476,241.937918997276,FBN2;FBN1
Nsp9,GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),3/325,0.0020347513550358,0.0121116152085464,0,0,14.09125656951744,87.32889491487835,NUP214;NUP62;NUP88
Nsp9,Reactome_2022,HuR (ELAVL1) Binds And Stabilizes mRNA R-HSA-450520,1/10,0.0079729589968486,0.014719308917259,0,0,147.96296296296296,714.9125872208035,NUP214
Nsp9,Reactome_2022,Methylation R-HSA-156581,1/14,0.011145440218903,0.0203157391331903,0,0,102.4153846153846,460.53380130419424,MAT2B
Nsp9,Reactome_2022,Constitutive Signaling By NOTCH1 HD Domain Mutants R-HSA-2691232,1/15,0.0119370735063595,0.0214867323114472,0,0,95.0952380952381,421.0918230074216,MIB1
Nsp9,GO_Biological_Process_2023,Regulation Of Superoxide Metabolic Process (GO:0090322),1/5,0.0039939454486556,0.0217062252644328,0,0,333.0,1839.1509089009865,FBLN5
Nsp9,GO_Biological_Process_2023,Positive Regulation Of Mitotic Cytokinesis (GO:1903490),1/5,0.0039939454486556,0.0217062252644328,0,0,333.0,1839.1509089009865,NUP62
Nsp9,GO_Biological_Process_2023,Ribosomal Large Subunit Export From Nucleus (GO:0000055),1/6,0.0047909422750142,0.0221802883102512,0,0,266.38666666666666,1422.7786907214238,NUP88
Nsp9,GO_Biological_Process_2023,Elastic Fiber Assembly (GO:0048251),1/6,0.0047909422750142,0.0221802883102512,0,0,266.38666666666666,1422.7786907214238,FBLN5
Nsp9,GO_Biological_Process_2023,Ribosomal Small Subunit Export From Nucleus (GO:0000056),1/6,0.0047909422750142,0.0221802883102512,0,0,266.38666666666666,1422.7786907214238,NUP88
Nsp9,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Centrosome (GO:1904781),1/6,0.0047909422750142,0.0221802883102512,0,0,266.38666666666666,1422.7786907214238,NUP62
Nsp9,Reactome_2022,Signaling By FGFR2 IIIa TM R-HSA-8851708,1/19,0.0150976705893844,0.0265129824984312,0,0,73.94814814814815,310.08047018396815,GTF2F2
Nsp9,Reactome_2022,Immune System R-HSA-168256,5/1943,0.0150867312083737,0.0265129824984312,0,0,4.232573412139976,17.751157452132972,NUP214;NUP62;NUP88;NUP54;NUP58
Nsp9,GO_Biological_Process_2023,Positive Regulation Of Centriole Replication (GO:0046601),1/8,0.0063831440708516,0.0284961788877305,0,0,190.25714285714287,961.5775796687342,NUP62
Nsp9,Reactome_2022,NOTCH2 Activation And Transmission Of Signal To Nucleus R-HSA-2979096,1/21,0.0166744131586755,0.0289291023475816,0,0,66.54666666666667,272.4340597931688,MIB1
Nsp9,GO_Biological_Process_2023,Protein Localization To Nuclear Envelope (GO:0090435),1/9,0.007178349711373,0.0289449585136008,0,0,166.46666666666667,821.7936241053455,NUP54
Nsp9,GO_Biological_Process_2023,Regulation Of Cellular Response To Oxidative Stress (GO:1900407),1/9,0.007178349711373,0.0289449585136008,0,0,166.46666666666667,821.7936241053455,FBLN5
Nsp9,GO_Biological_Process_2023,Regulation Of Protein Localization To Centrosome (GO:1904779),1/9,0.007178349711373,0.0289449585136008,0,0,166.46666666666667,821.7936241053455,NUP62
Nsp9,Reactome_2022,Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242,1/23,0.0182487894189074,0.0312836390038412,0,0,60.49090909090909,242.18482345145705,GTF2F2
Nsp9,Reactome_2022,NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,1/25,0.0198208026407264,0.0335787715325247,0,0,55.44444444444444,217.3989559937,MIB1
Nsp9,Reactome_2022,FGFR2 Alternative Splicing R-HSA-6803529,1/26,0.0206059241328129,0.0345029427340123,0,0,53.224,206.6249708321616,GTF2F2
Nsp9,Reactome_2022,RNA Pol II CTD Phosphorylation And Interaction With CE R-HSA-77075,1/27,0.0213904560937906,0.0354048928448949,0,0,51.174358974358974,196.7557093049865,GTF2F2
Nsp9,Reactome_2022,Molecules Associated With Elastic Fibres R-HSA-2129379,1/28,0.0221743989287616,0.0362853800652462,0,0,49.27654320987654,187.6853284304674,FBLN5
Nsp9,Reactome_2022,mRNA Capping R-HSA-72086,1/29,0.0229577530466617,0.0371451285249358,0,0,47.51428571428571,179.32364557493287,GTF2F2
Nsp9,GO_Biological_Process_2023,Secretion (GO:0046903),1/12,0.0095603900128118,0.0373452734875461,0,0,121.04848484848485,562.8907982194623,FBLN5
Nsp9,Reactome_2022,Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948,1/31,0.0245226967845343,0.0388051465601421,0,0,44.34222222222222,164.42788585185278,MIB1
Nsp9,Reactome_2022,Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238,1/31,0.0245226967845343,0.0388051465601421,0,0,44.34222222222222,164.42788585185278,GTF2F2
Nsp9,Reactome_2022,Signaling By NOTCH2 R-HSA-1980145,1/32,0.0253042872146084,0.0395398088680337,0,0,42.90967741935483,157.76950563835985,MIB1
Nsp9,Reactome_2022,FGFR2 Mutant Receptor Activation R-HSA-1839126,1/33,0.0260852905726611,0.0395398088680337,0,0,41.56666666666667,151.56801592617538,GTF2F2
Nsp9,Reactome_2022,Formation Of Early Elongation Complex R-HSA-113418,1/33,0.0260852905726611,0.0395398088680337,0,0,41.56666666666667,151.56801592617538,GTF2F2
Nsp9,Reactome_2022,HIV Elongation Arrest And Recovery R-HSA-167287,1/33,0.0260852905726611,0.0395398088680337,0,0,41.56666666666667,151.56801592617538,GTF2F2
Nsp9,GO_Biological_Process_2023,Nuclear Pore Organization (GO:0006999),1/14,0.011145440218903,0.0422175765867539,0,0,102.4153846153846,460.53380130419424,NUP54
Nsp9,Reactome_2022,Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471,1/38,0.0299815155053699,0.0449722732580549,0,0,35.94054054054054,126.04973784905,DCAF7
Nsp9,GO_Biological_Process_2023,Regulation Of Nucleocytoplasmic Transport (GO:0046822),1/16,0.0127281127836324,0.0467945322927662,0,0,88.75111111111111,387.3047125888365,NUP214
Nsp9,GO_Biological_Process_2023,NLS-bearing Protein Import Into Nucleus (GO:0006607),1/17,0.0135185584535393,0.0469394390747895,0,0,83.2,358.0671608642671,NUP54
Nsp9,GO_Biological_Process_2023,Extracellular Matrix Assembly (GO:0085029),1/17,0.0135185584535393,0.0469394390747895,0,0,83.2,358.0671608642671,FBLN5
Nsp9,Reactome_2022,Signaling By FGFR2 In Disease R-HSA-5655253,1/42,0.033087969760152,0.0491202850047618,0,0,32.427642276422766,110.53239171718836,GTF2F2
Nsp9,Reactome_2022,Formation Of HIV-1 Elongation Complex Containing HIV-1 Tat R-HSA-167200,1/43,0.0338631248228564,0.0497580609641973,0,0,31.653968253968255,107.16225006283427,GTF2F2
Orf10,KEGG_2021_Human,Renal cell carcinoma,4/69,1.6130104926609085e-08,2.5808167882574536e-07,0,0,245.24307692307693,4400.293144503099,CUL2;ELOB;ELOC;RBX1
Orf10,KEGG_2021_Human,HIF-1 signaling pathway,4/109,1.0297413175030637e-07,8.237930540024508e-07,0,0,151.51238095238097,2437.6505808081697,CUL2;ELOB;ELOC;RBX1
Orf10,Reactome_2022,Cellular Response To Hypoxia R-HSA-1234174,4/73,2.0292033573734344e-08,1.0856237961947877e-06,0,0,230.9797101449275,4091.352258923637,CUL2;ELOB;ELOC;RBX1
Orf10,Reactome_2022,Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,4/64,1.1866852154255846e-08,1.0856237961947877e-06,0,0,265.74666666666667,4849.748272998872,CUL2;ELOB;ELOC;RBX1
Orf10,KEGG_2021_Human,Ubiquitin mediated proteolysis,4/140,2.8198951124715376e-07,1.50394405998482e-06,0,0,116.79411764705884,1761.4183341344492,CUL2;ELOB;ELOC;RBX1
Orf10,Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,4/167,5.718597263485116e-07,2.039633023976358e-05,0,0,97.31533742331288,1398.8468720645683,CUL2;ELOB;ELOC;RBX1
