query,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050),1/16,0.0063831440708516,0.025798540619692,0,0,190.25714285714287,961.5775796687342,HMOX1
Orf3a,GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587),1/16,0.0063831440708516,0.025798540619692,0,0,190.25714285714287,961.5775796687342,HMOX1
Orf3a,GO_Biological_Process_2023,Late Endosome To Lysosome Transport (GO:1902774),1/16,0.0063831440708516,0.025798540619692,0,0,190.25714285714287,961.5775796687342,VPS39
Orf3a,GO_Biological_Process_2023,Endothelial Cell Proliferation (GO:0001935),1/18,0.0071785287204102,0.0267814340722996,0,0,167.85714285714286,828.6537822644398,HMOX1
Orf3a,GO_Biological_Process_2023,Maintenance Of Protein Location In Nucleus (GO:0051457),1/18,0.0071785287204102,0.0267814340722996,0,0,167.85714285714286,828.6537822644398,SUN2
Orf3a,GO_Biological_Process_2023,Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),1/19,0.0075760122063041,0.0272175253337595,0,0,158.52380952380952,774.0350338275504,VPS11
Orf3a,GO_Biological_Process_2023,Actin Filament-Based Transport (GO:0099515),1/20,0.0079733565142536,0.0276219850672356,0,0,150.17293233082708,725.5830081396662,SUN2
Orf3a,GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),1/23,0.0091645547457302,0.0306538555288217,0,0,129.67532467532467,608.4900471331728,HMOX1
Orf3a,GO_Biological_Process_2023,Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),1/25,0.0099579917015561,0.032197506501698,0,0,118.85714285714286,547.8577209909951,VPS11
Orf3a,GO_Biological_Process_2023,Organelle Fusion (GO:0048284),1/26,0.0103545017362565,0.0323376215449292,0,0,114.09714285714286,521.4620402892078,VPS11
Orf3a,GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),2/411,0.0108672667717568,0.0323376215449292,0,0,15.960065199674002,72.17141573319465,VPS11;VPS39
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),1/30,0.0119391531667426,0.0323376215449292,0,0,98.33990147783253,435.442406227662,VPS11
Orf3a,GO_Biological_Process_2023,Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),1/30,0.0119391531667426,0.0323376215449292,0,0,98.33990147783253,435.442406227662,HMOX1
Orf3a,GO_Biological_Process_2023,Regulation Of Vasculature Development (GO:1901342),1/30,0.0119391531667426,0.0323376215449292,0,0,98.33990147783253,435.442406227662,HMOX1
Orf3a,GO_Biological_Process_2023,Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),1/31,0.0123349690429111,0.0323376215449292,0,0,95.05714285714286,417.8062796500496,VPS11
Orf3a,GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),1/31,0.0123349690429111,0.0323376215449292,0,0,95.05714285714286,417.8062796500496,HMOX1
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749),1/33,0.0131261847028175,0.0335063135835078,0,0,89.10714285714286,386.1142784895618,VPS11
Orf3a,Reactome_2022,SARS-CoV-2-host Interactions R-HSA-9705683,2/196,0.0025735269122408,0.0343136921632108,0,0,34.017182130584196,202.82669944556145,VPS11;VPS39
Orf3a,Reactome_2022,Regulation Of HMOX1 Expression And Activity R-HSA-9707587,1/5,0.0019985634316589,0.0343136921632108,0,0,713.8571428571429,4436.855317641398,HMOX1
Orf3a,Reactome_2022,Heme Degradation R-HSA-189483,1/16,0.0063831440708516,0.0353259792889459,0,0,190.25714285714287,961.5775796687342,HMOX1
Orf3a,Reactome_2022,Infectious Disease R-HSA-5663205,3/961,0.0051631060037487,0.0353259792889459,0,0,11.92108559498956,62.77902292581776,VPS11;HMOX1;VPS39
Orf3a,Reactome_2022,SARS-CoV Infections R-HSA-9679506,2/369,0.0088314948222364,0.0353259792889459,0,0,17.82470481380563,84.3007113278211,VPS11;VPS39
Orf3a,Reactome_2022,Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523,1/22,0.0087676277457428,0.0353259792889459,0,0,135.85714285714286,643.5130349149837,HMOX1
Orf3a,Reactome_2022,Inflammasomes R-HSA-622312,1/21,0.0083705616816055,0.0353259792889459,0,0,142.65714285714284,682.3340060288631,HMOX1
Orf3a,Reactome_2022,NLRP3 Inflammasome R-HSA-844456,1/16,0.0063831440708516,0.0353259792889459,0,0,190.25714285714287,961.5775796687342,HMOX1
Orf3a,Reactome_2022,SARS-CoV-2 Infection R-HSA-9694516,2/283,0.0052807439701303,0.0353259792889459,0,0,23.38196915776987,122.6077578172732,VPS11;VPS39
Orf3a,GO_Biological_Process_2023,Regulation Of Cellular Component Biogenesis (GO:0044087),1/37,0.014706952762456,0.0356643604489559,0,0,79.19047619047619,334.1390605677817,VPS11
Orf3a,GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),1/37,0.014706952762456,0.0356643604489559,0,0,79.19047619047619,334.1390605677817,HMOX1
Orf3a,Reactome_2022,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,1/25,0.0099579917015561,0.0362108789147494,0,0,118.85714285714286,547.8577209909951,HMOX1
Orf3a,GO_Biological_Process_2023,Regulation Of Protein Targeting To Mitochondrion (GO:1903214),1/39,0.0154965058075421,0.0366624649593069,0,0,75.01503759398496,312.59821718825697,VPS11
Orf3a,GO_Biological_Process_2023,Cellular Response To Heat (GO:0034605),1/40,0.0158910747267934,0.0367008154404515,0,0,73.08791208791209,302.7299612299731,HMOX1
Orf3a,GO_Biological_Process_2023,Regulation Of Chemokine Production (GO:0032642),1/41,0.0162855052959698,0.0367370700862575,0,0,71.25714285714285,293.399847205648,HMOX1
Orf3a,GO_Biological_Process_2023,Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),1/42,0.0166797975569068,0.0367713718868174,0,0,69.51567944250871,284.56639751252425,TRIM59
Orf3a,Reactome_2022,Metabolism Of Porphyrins R-HSA-189445,1/28,0.011147105113416,0.0371570170447202,0,0,105.63492063492065,474.9953903533844,HMOX1
Orf3a,GO_Biological_Process_2023,Negative Regulation Of Immune System Process (GO:0002683),1/44,0.0174679673184287,0.0376531739975019,0,0,66.27574750830564,268.2435666902731,HMOX1
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),1/46,0.0182555843351525,0.037676418734251,0,0,63.32380952380952,253.50320962011816,HMOX1
Orf3a,GO_Biological_Process_2023,Response To Hydrogen Peroxide (GO:0042542),1/46,0.0182555843351525,0.037676418734251,0,0,63.32380952380952,253.50320962011816,HMOX1
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),1/47,0.01864918566892,0.0376868960392758,0,0,61.94409937888199,246.6584798233955,HMOX1
Orf3a,GO_Biological_Process_2023,Intracellular Iron Ion Homeostasis (GO:0006879),1/50,0.0198291614511851,0.0392536461380603,0,0,58.142857142857146,227.9549801512961,HMOX1
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Chemokine Production (GO:0032722),1/53,0.0210078957630911,0.0399202222418076,0,0,54.78021978021978,211.60815123277547,HMOX1
Orf3a,GO_Biological_Process_2023,Endosome Organization (GO:0007032),1/53,0.0210078957630911,0.0399202222418076,0,0,54.78021978021978,211.60815123277547,VPS11
Orf3a,GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),1/54,0.0214005315110721,0.0399202222418076,0,0,53.74393530997305,206.60993448840276,HMOX1
Orf3a,KEGG_2021_Human,Salmonella infection,2/249,0.0041140855531755,0.0411408555317554,0,0,26.64642375168691,146.377830607865,VPS11;VPS39
Orf3a,GO_Biological_Process_2023,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),1/59,0.0233616444222661,0.0427562171501851,0,0,49.09852216748769,184.44644096582132,SUN2
Orf3a,GO_Biological_Process_2023,Protein N-linked Glycosylation (GO:0006487),1/64,0.0253193180336771,0.0446540699866669,0,0,45.19047619047619,166.12866893112047,ALG5
Orf3a,GO_Biological_Process_2023,Endocytic Recycling (GO:0032456),1/64,0.0253193180336771,0.0446540699866669,0,0,45.19047619047619,166.12866893112047,VPS39
Orf3a,GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),1/66,0.0261014256232818,0.0452113979546131,0,0,43.79560439560439,159.66849674970803,HMOX1
Orf3a,GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),1/70,0.0276639937151223,0.0470773226380152,0,0,41.24844720496895,147.9839017165653,HMOX1
Orf3a,GO_Biological_Process_2023,Monoatomic Cation Homeostasis (GO:0055080),1/77,0.030393210313471,0.047098456329347,0,0,37.43609022556391,130.7843304171733,HMOX1
Orf3a,GO_Biological_Process_2023,Regulation Of Organelle Assembly (GO:1902115),1/80,0.0315608212516243,0.047098456329347,0,0,36.00904159132007,124.44144169317283,VPS11
Orf3a,GO_Biological_Process_2023,Glycoprotein Biosynthetic Process (GO:0009101),1/80,0.0315608212516243,0.047098456329347,0,0,36.00904159132007,124.44144169317283,ALG5
Orf3a,GO_Biological_Process_2023,Wound Healing (GO:0042060),1/80,0.0315608212516243,0.047098456329347,0,0,36.00904159132007,124.44144169317283,HMOX1
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),1/79,0.0311717543722391,0.047098456329347,0,0,36.472527472527474,126.49558455333695,VPS11
Orf3a,GO_Biological_Process_2023,Cellular Response To Hypoxia (GO:0071456),1/72,0.0284444548765881,0.047098456329347,0,0,40.08249496981891,142.68574756562285,HMOX1
Orf3a,GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),1/77,0.030393210313471,0.047098456329347,0,0,37.43609022556391,130.7843304171733,HMOX1
Orf3a,GO_Biological_Process_2023,Cellular Response To Decreased Oxygen Levels (GO:0036294),1/73,0.0288344798754144,0.047098456329347,0,0,39.523809523809526,140.15867684434946,HMOX1
Orf3a,KEGG_2021_Human,Ferroptosis,1/41,0.0162855052959698,0.0475069082421922,0,0,71.25714285714285,293.399847205648,HMOX1
Orf3a,KEGG_2021_Human,Mineral absorption,1/60,0.0237534541210961,0.0475069082421922,0,0,48.26392251815981,180.50838890404887,HMOX1
Orf3a,KEGG_2021_Human,N-Glycan biosynthesis,1/50,0.0198291614511851,0.0475069082421922,0,0,58.142857142857146,227.9549801512961,ALG5
Orf3a,KEGG_2021_Human,Porphyrin and chlorophyll metabolism,1/43,0.0170739515504476,0.0475069082421922,0,0,67.85714285714286,276.1922295799092,HMOX1
Orf3a,GO_Biological_Process_2023,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),1/83,0.0327272017891214,0.048099069296133,0,0,34.68641114982579,118.611871734907,VPS39
Orf3a,GO_Biological_Process_2023,Mitotic Spindle Organization (GO:0007052),1/85,0.033504105816256,0.0485059442414453,0,0,33.857142857142854,114.98181239681574,SUN2
Orf6,GO_Biological_Process_2023,Transcription-Dependent Tethering Of RNA Polymerase II Gene DNA At Nuclear Periphery (GO:0000972),2/6,2.2495610741211394e-07,8.998244296484557e-06,0,0,9996.5,153020.02955754416,NUP98;RAE1
Orf6,GO_Biological_Process_2023,RNA Transport (GO:0050658),2/39,1.1101155440459375e-05,0.00014676377811049108,0,0,1078.918918918919,12308.80479849257,NUP98;RAE1
Orf6,GO_Biological_Process_2023,Nuclear Transport (GO:0051169),2/39,1.1101155440459375e-05,0.00014676377811049108,0,0,1078.918918918919,12308.80479849257,NUP98;RAE1
Orf6,GO_Biological_Process_2023,Nuclear Export (GO:0051168),2/49,1.7612233966572682e-05,0.00014676377811049108,0,0,848.936170212766,9293.23361165719,NUP98;RAE1
Orf6,GO_Biological_Process_2023,Nucleocytoplasmic Transport (GO:0006913),2/50,1.8345472263811385e-05,0.00014676377811049108,0,0,831.2083333333334,9065.264276038262,NUP98;RAE1
Orf6,GO_Biological_Process_2023,RNA Export From Nucleus (GO:0006405),2/65,3.113442821719841e-05,0.00020756285478132277,0,0,632.8253968253969,6566.953388277037,NUP98;RAE1
Orf6,KEGG_2021_Human,RNA transport,2/186,0.00025649639022185894,0.0003847445853327885,0,0,215.3586956521739,1780.670970515939,NUP98;RAE1
Orf6,KEGG_2021_Human,Influenza A,2/172,0.00021934336401724315,0.0003847445853327885,0,0,233.25882352941176,1965.175773967508,NUP98;RAE1
Orf6,KEGG_2021_Human,Amyotrophic lateral sclerosis,2/364,0.0009790570835035576,0.0009790570835035576,0,0,108.48066298342542,751.6539014414852,NUP98;RAE1
Orf6,GO_Biological_Process_2023,Neuronal Ion Channel Clustering (GO:0045161),1/8,0.0011995541091196,0.006854594909255,0,0,1427.857142857143,9603.48923469958,MTCH1
Orf6,GO_Biological_Process_2023,Nuclear Pore Complex Assembly (GO:0051292),1/10,0.0014992947695318,0.0074964738476592,0,0,1110.4444444444443,7220.954198683598,NUP98
Orf6,GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040),1/13,0.0019487938770013,0.0076312620019984,0,0,832.7083333333334,5196.553511599695,MTCH1
Orf6,GO_Biological_Process_2023,Outer Mitochondrial Membrane Organization (GO:0007008),1/13,0.0019487938770013,0.0076312620019984,0,0,832.7083333333334,5196.553511599695,MTCH1
Orf6,GO_Biological_Process_2023,Nuclear Pore Organization (GO:0006999),1/14,0.0020985970505495,0.0076312620019984,0,0,768.6153846153846,4739.656184381286,NUP98
Orf6,GO_Biological_Process_2023,Neuron Maturation (GO:0042551),1/17,0.0025479169262706,0.0084930564209021,0,0,624.40625,3729.2533063250903,MTCH1
Orf6,GO_Biological_Process_2023,Regulation Of Spindle Organization (GO:0090224),1/20,0.0029971022769704,0.0085631493627727,0,0,525.7368421052631,3054.5885497256336,RAE1
Orf6,GO_Biological_Process_2023,Pore Complex Assembly (GO:0046931),1/19,0.002847388777574,0.0085631493627727,0,0,554.9722222222222,3252.888056951129,NUP98
Orf6,GO_Biological_Process_2023,"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",1/23,0.0034461530563075,0.0091897414834868,0,0,453.97727272727275,2574.27663877793,NUP98
Orf6,GO_Biological_Process_2023,Positive Regulation Of mRNA Processing (GO:0050685),1/28,0.0041942719009199,0.0098688750609881,0,0,369.8148148148149,2024.379431258311,NUP98
Orf6,GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Membrane (GO:0051204),1/28,0.0041942719009199,0.0098688750609881,0,0,369.8148148148149,2024.379431258311,MTCH1
Orf6,GO_Biological_Process_2023,Positive Regulation Of RNA Splicing (GO:0033120),1/36,0.0053904842331544,0.0119788538514543,0,0,285.1714285714286,1489.484608802673,NUP98
Orf6,GO_Biological_Process_2023,Regulation Of Mitotic Spindle Organization (GO:0060236),1/39,0.0058388170461227,0.0122922464128899,0,0,262.61842105263156,1350.7061704673467,RAE1
Orf6,GO_Biological_Process_2023,Nucleus Organization (GO:0006997),1/44,0.0065857392567594,0.0128287215811734,0,0,232.02325581395348,1165.417705666189,NUP98
Orf6,GO_Biological_Process_2023,Chromosome Organization (GO:0051276),1/45,0.006735078830116,0.0128287215811734,0,0,226.73863636363637,1133.7897191126328,RAE1
Orf6,GO_Biological_Process_2023,Regulation Of Cell Communication (GO:0010646),1/49,0.0073322875730407,0.0133314319509832,0,0,207.80208333333337,1021.4444344646477,MTCH1
Orf6,GO_Biological_Process_2023,mRNA Transport (GO:0051028),1/58,0.0086751325027492,0.0147071045705135,0,0,174.91228070175438,830.360139497581,RAE1
Orf6,GO_Biological_Process_2023,Protein Targeting To Mitochondrion (GO:0006626),1/59,0.0088242627423081,0.0147071045705135,0,0,171.88793103448276,813.0729238663458,MTCH1
Orf6,GO_Biological_Process_2023,mRNA Export From Nucleus (GO:0006406),1/62,0.0092715637729413,0.0148345020367061,0,0,163.40983606557376,764.8892871354384,RAE1
Orf6,GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),1/67,0.0100167665600722,0.0154104100924188,0,0,150.99242424242425,695.0928600722876,MTCH1
Orf6,GO_Biological_Process_2023,Import Into Nucleus (GO:0051170),1/74,0.0110594228380556,0.0163843301304527,0,0,136.46575342465752,614.7062292455009,NUP98
Orf6,GO_Biological_Process_2023,Protein Import Into Nucleus (GO:0006606),1/79,0.0118037291244741,0.0168624701778202,0,0,127.68589743589745,566.841082547516,NUP98
Orf6,GO_Biological_Process_2023,Establishment Of Protein Localization To Organelle (GO:0072594),1/85,0.0126964037761181,0.0175122810705077,0,0,118.5297619047619,517.552677869987,NUP98
Orf6,GO_Biological_Process_2023,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",1/94,0.0140344078673636,0.0187125438231515,0,0,107.01075268817203,456.5339023790776,NUP98
Orf6,GO_Biological_Process_2023,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),1/109,0.0162617282000212,0.0209828750968016,0,0,92.07870370370372,379.26673825723503,MTCH1
Orf6,GO_Biological_Process_2023,Protein Localization To Nucleus (GO:0034504),1/122,0.0181893577110545,0.0227366971388182,0,0,82.13223140495867,329.097165436044,NUP98
Orf6,GO_Biological_Process_2023,Protein-Containing Complex Organization (GO:0043933),1/126,0.0187819675844018,0.0227660213144264,0,0,79.488,315.953515922278,NUP98
Orf6,Reactome_2022,Transport Of SLBP Dependant Mature mRNA R-HSA-159230,1/36,0.0053904842331544,0.0291396686023808,0,0,285.1714285714286,1489.484608802673,NUP98
Orf6,Reactome_2022,Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274,1/36,0.0053904842331544,0.0291396686023808,0,0,285.1714285714286,1489.484608802673,NUP98
Orf6,Reactome_2022,Interactions Of Rev With Host Cellular Proteins R-HSA-177243,1/37,0.0055399434616103,0.0291396686023808,0,0,277.2361111111111,1440.4553417617176,NUP98
Orf6,Reactome_2022,Interactions Of Vpr With Host Cellular Proteins R-HSA-176033,1/38,0.0056893877328946,0.0291396686023808,0,0,269.72972972972974,1394.274144706199,NUP98
Orf6,Reactome_2022,SUMOylation Of Ubiquitinylation Proteins R-HSA-3232142,1/39,0.0058388170461227,0.0291396686023808,0,0,262.61842105263156,1350.7061704673467,NUP98
Orf6,Reactome_2022,Transport Of Mature mRNA Derived From An Intronless Transcript R-HSA-159231,1/42,0.0062870152415198,0.0291396686023808,0,0,243.3658536585366,1233.6869399593022,NUP98
Orf6,Reactome_2022,NS1 Mediated Effects On Host Pathways R-HSA-168276,1/42,0.0062870152415198,0.0291396686023808,0,0,243.3658536585366,1233.6869399593022,NUP98
Orf6,Reactome_2022,Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234,1/43,0.0064363847273157,0.0291396686023808,0,0,237.5595238095238,1198.6750596729298,NUP98
Orf6,Reactome_2022,SUMOylation Of DNA Replication Proteins R-HSA-4615885,1/45,0.006735078830116,0.0291396686023808,0,0,226.73863636363637,1133.7897191126328,NUP98
Orf6,Reactome_2022,SUMOylation Of RNA Binding Proteins R-HSA-4570464,1/47,0.0070337131109195,0.0291396686023808,0,0,216.8586956521739,1074.9773440238823,NUP98
Orf6,Reactome_2022,Viral Messenger RNA Synthesis R-HSA-168325,1/47,0.0070337131109195,0.0291396686023808,0,0,216.8586956521739,1074.9773440238823,NUP98
Orf6,Reactome_2022,Vpr-mediated Nuclear Import Of PICs R-HSA-180910,1/35,0.0052410100460964,0.0291396686023808,0,0,293.5735294117647,1541.6253665904292,NUP98
Orf6,Reactome_2022,Rev-mediated Nuclear Export Of HIV RNA R-HSA-165054,1/35,0.0052410100460964,0.0291396686023808,0,0,293.5735294117647,1541.6253665904292,NUP98
Orf6,Reactome_2022,Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,1/36,0.0053904842331544,0.0291396686023808,0,0,285.1714285714286,1489.484608802673,NUP98
Orf6,Reactome_2022,Transport Of Ribonucleoproteins Into Host Nucleus R-HSA-168271,1/35,0.0052410100460964,0.0291396686023808,0,0,293.5735294117647,1541.6253665904292,NUP98
Orf6,Reactome_2022,Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933,1/27,0.004044678046227,0.0291396686023808,0,0,384.0576923076923,2116.2935816693675,NUP98
Orf6,Reactome_2022,Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107,1/32,0.0047924977347936,0.0291396686023808,0,0,322.03225806451616,1719.8788256956173,NUP98
Orf6,Reactome_2022,Nuclear Import Of Rev Protein R-HSA-180746,1/34,0.0050915209009815,0.0291396686023808,0,0,302.4848484848485,1597.1740514070286,NUP98
Orf6,Reactome_2022,Transport Of SLBP Independent Mature mRNA R-HSA-159227,1/35,0.0052410100460964,0.0291396686023808,0,0,293.5735294117647,1541.6253665904292,NUP98
Orf6,Reactome_2022,SUMOylation Of SUMOylation Proteins R-HSA-4085377,1/35,0.0052410100460964,0.0291396686023808,0,0,293.5735294117647,1541.6253665904292,NUP98
Orf6,Reactome_2022,NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333,1/35,0.0052410100460964,0.0291396686023808,0,0,293.5735294117647,1541.6253665904292,NUP98
Orf6,GO_Biological_Process_2023,Membrane Organization (GO:0061024),1/167,0.0248424781883714,0.0292264449274957,0,0,59.73192771084337,220.72143485852004,MTCH1
Orf6,Reactome_2022,tRNA Processing In Nucleus R-HSA-6784531,1/57,0.0085259873136886,0.0296704358516365,0,0,178.04464285714286,848.3179948344085,NUP98
Orf6,Reactome_2022,SUMOylation Of Chromatin Organization Proteins R-HSA-4551638,1/57,0.0085259873136886,0.0296704358516365,0,0,178.04464285714286,848.3179948344085,NUP98
Orf6,Reactome_2022,Nuclear Envelope Breakdown R-HSA-2980766,1/53,0.00792925705799,0.0296704358516365,0,0,191.77884615384616,927.6718550806612,NUP98
Orf6,Reactome_2022,Metabolism Of Non-Coding RNA R-HSA-194441,1/52,0.0077800371147531,0.0296704358516365,0,0,195.54901960784315,949.624009021504,NUP98
Orf6,Reactome_2022,Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,1/81,0.0121013470798669,0.0313565421593029,0,0,124.48125,549.514822983903,NUP98
Orf6,Reactome_2022,SLC Transporter Disorders R-HSA-5619102,1/99,0.0147772210176025,0.0313565421593029,0,0,101.52551020408164,427.8963600882829,NUP98
Orf6,Reactome_2022,HCMV Early Events R-HSA-9609690,1/96,0.0143315779013052,0.0313565421593029,0,0,104.74736842105264,444.682948504716,NUP98
Orf6,Reactome_2022,EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,1/97,0.0144801405312483,0.0313565421593029,0,0,103.65104166666669,438.9597968541588,NUP98
Orf6,Reactome_2022,Cellular Response To Heat Stress R-HSA-3371556,1/99,0.0147772210176025,0.0313565421593029,0,0,101.52551020408164,427.8963600882829,NUP98
Orf6,Reactome_2022,Glucose Metabolism R-HSA-70326,1/89,0.0132912215554317,0.0313565421593029,0,0,113.1193181818182,488.7491512268038,NUP98
Orf6,Reactome_2022,Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,1/83,0.0123989052957663,0.0313565421593029,0,0,121.4329268292683,533.1084106979374,NUP98
Orf6,Reactome_2022,Transport Of Mature Transcript To Cytoplasm R-HSA-72202,1/83,0.0123989052957663,0.0313565421593029,0,0,121.4329268292683,533.1084106979374,NUP98
Orf6,Reactome_2022,HCMV Late Events R-HSA-9610379,1/91,0.0135885408650015,0.0313565421593029,0,0,110.59444444444443,475.39336307702496,NUP98
Orf6,Reactome_2022,Transcriptional Regulation By Small RNAs R-HSA-5578749,1/76,0.0113571901659932,0.0313565421593029,0,0,132.81333333333333,594.7253885716618,NUP98
Orf6,Reactome_2022,Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,1/93,0.0138858004589409,0.0313565421593029,0,0,108.17934782608695,462.6710098123564,NUP98
Orf6,Reactome_2022,Nuclear Envelope (NE) Reassembly R-HSA-2995410,1/75,0.0112083139716831,0.0313565421593029,0,0,134.61486486486487,604.5687465206931,NUP98
Orf6,Reactome_2022,ISG15 Antiviral Mechanism R-HSA-1169408,1/75,0.0112083139716831,0.0313565421593029,0,0,134.61486486486487,604.5687465206931,NUP98
Orf6,Reactome_2022,Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236,1/74,0.0110594228380556,0.0313565421593029,0,0,136.46575342465752,614.7062292455009,NUP98
Orf6,Reactome_2022,Glycolysis R-HSA-70171,1/69,0.0103147430639722,0.0313565421593029,0,0,146.53676470588235,670.2856910354703,NUP98
Orf6,Reactome_2022,SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214,1/76,0.0113571901659932,0.0313565421593029,0,0,132.81333333333333,594.7253885716618,NUP98
Orf6,Reactome_2022,Mitotic Prophase R-HSA-68875,1/112,0.0167067894603527,0.0315976235445802,0,0,89.57657657657657,366.541984609772,NUP98
Orf6,Reactome_2022,Mitotic Spindle Checkpoint R-HSA-69618,1/110,0.0164100968682601,0.0315976235445802,0,0,91.22935779816514,374.9397489411658,NUP98
Orf6,Reactome_2022,Gene Silencing By RNA R-HSA-211000,1/108,0.0161133446145418,0.0315976235445802,0,0,92.94392523364486,383.6825141169491,NUP98
Orf6,Reactome_2022,tRNA Processing R-HSA-72306,1/105,0.0156681043562104,0.0315976235445802,0,0,95.63942307692308,397.4897035431012,NUP98
Orf6,Reactome_2022,Resolution Of Sister Chromatid Cohesion R-HSA-2500257,1/106,0.0158165326939135,0.0315976235445802,0,0,94.72380952380952,392.7911748203121,NUP98
Orf6,Reactome_2022,SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671,1/121,0.0180411679776535,0.0320322778378747,0,0,82.82083333333334,332.53384697347076,NUP98
Orf6,Reactome_2022,RHO GTPases Activate Formins R-HSA-5663220,1/119,0.0177447437885405,0.0320322778378747,0,0,84.23305084745763,339.5995214082985,NUP98
Orf6,Reactome_2022,HCMV Infection R-HSA-9609646,1/121,0.0180411679776535,0.0320322778378747,0,0,82.82083333333334,332.53384697347076,NUP98
Orf6,GO_Biological_Process_2023,Regulation Of Signal Transduction (GO:0009966),1/193,0.0286727702925845,0.0327688803343823,0,0,51.575520833333336,183.18631536211723,MTCH1
Orf6,Reactome_2022,Host Interactions Of HIV Factors R-HSA-162909,1/130,0.0193743389965825,0.0337113498540536,0,0,77.0077519379845,303.7036203266635,NUP98
Orf6,Reactome_2022,Late Phase Of HIV Life Cycle R-HSA-162599,1/136,0.0202624490989434,0.0341481948395856,0,0,73.56296296296296,286.8209556494532,NUP98
Orf6,Reactome_2022,Influenza Viral RNA Transcription And Replication R-HSA-168273,1/137,0.020410415306419,0.0341481948395856,0,0,73.01838235294117,284.1663654413698,NUP98
Orf6,Reactome_2022,HIV Life Cycle R-HSA-162587,1/149,0.0221848481226492,0.0364166374843488,0,0,67.05743243243244,255.37788714760265,NUP98
Orf6,Reactome_2022,Influenza Infection R-HSA-168255,1/157,0.0233666122801722,0.0376462086736107,0,0,63.592948717948715,238.8835478643011,NUP98
Orf6,Reactome_2022,Disorders Of Transmembrane Transporters R-HSA-5619115,1/176,0.0261694857476556,0.0392542286214834,0,0,56.63428571428572,206.32783304510207,NUP98
